Title,Address,Description,Price,Date added,Seller,Url
5 bedroom detached house for sale,"Myrtle Park, Crosshill, Glasgow","An impressive detached villa nestled in this quiet pocket of Glasgow's Southside. Enjoying an impressive plot, generous family accommodation over two levels and a whole host of period features, the stunning home is a must for viewing in order to be appreciated. The house is ...","£435,000",Added on 23/06/2021,"Rettie & Co, Shawlands",www.rightmove.co.uk/properties/106205960
4 bedroom detached house for sale,"The Primary, Gartshore Road, Kirkintilloch, Glasgow, G66","The Primary - Showhome Now Open Could this stunning 4 bedroom showhome be your new home? We are delighted to announce that the showhome at the fantastic Kirkintilloch development ""The Primary"" is now open by appointment. This development creates ...","£435,000",Added on 23/12/2020,"Countrywide, Kirkintilloch",www.rightmove.co.uk/properties/106205960
4 bedroom detached house for sale,"The Primary, Gartshore Road, Kirkintilloch, Glasgow, G66","The Primary - Showhome Now Open Could this stunning 4 bedroom showhome be your new home? We are delighted to announce that the showhome at the fantastic Kirkintilloch development ""The Primary"" is now open by appointment. This development creates ...","£435,000",Added on 25/02/2021,"Slater Hogg & Howison, Bearsden, Glasgow",www.rightmove.co.uk/properties/109096478
2 bedroom apartment for sale,"Fergus Drive,
Glasgow,
G20","Kibble Heights is an exclusive development of 19, two and three bedroom luxury apartments situated within the leafy heart of North Kelvinside in Glasgow's vibrant West End.","£430,000",Added on 26/02/2021,Westpoint Homes,www.rightmove.co.uk/properties/109096478
5 bedroom detached villa for sale,"53 Stirling Drive, Bishopbriggs, G64 3PG","Presented to the market in stunning order, this beautiful five bedroom detached family home is located in one of Bishopbriggs’ most popular residential areas and viewing is strongly recommended to appreciate the property and to avoid disappointment.  EPC BAND - D.","£430,000",Added on 12/03/2021,"Pacitti Jones, Bishopbriggs",www.rightmove.co.uk/properties/109424657
2 bedroom apartment for sale,"Hyndland Avenue,
Glasgow,
G11",The lounge offers a spacious environment to unwind. The connected kitchen and dining area features large windows and a glass Juliette balcony. The master boasts fitted wardrobes and en-suite bathroom. Bedroom two has fitted wardrobes. A Shower room. Storage space. UTILITY. ALLOCATED PARKING SPACE,"£425,000",Added on 31/05/2021,Westpoint Homes,www.rightmove.co.uk/properties/109424657
3 bedroom house for sale,"The Primary, Gartshore Road, Kirkintilloch, Glasgow, G66","**Reserve by 31st July and receive a complementary flooring package worth £5,000!** At over 1600 ft2, PLOT 1 is a spacious home with front and rear door access. The ground floor boasts a fabulous dual aspect living room with views to the front and rear, overlooking lawn and terr...","£425,000",Added on 25/02/2021,"Slater Hogg & Howison, Bearsden, Glasgow",www.rightmove.co.uk/properties/102791657
3 bedroom house for sale,"The Primary, Gartshore Road, Kirkintilloch, Glasgow, G66","**Reserve by 31st July and receive a complementary flooring package worth £5,000!** At over 1600 ft2, PLOT 1 is a spacious home with front and rear door access. The ground floor boasts a fabulous dual aspect living room with views to the front and rear, overlooking lawn and terr...","£425,000",Added on 21/12/2020,"Countrywide, Kirkintilloch",www.rightmove.co.uk/properties/102791657
2 bedroom apartment for sale,"Lancaster Crescent, Kelvinside, Glasgow",THIS SECOND FLOOR CONVERSION FORMS PART OF A RECENTLY REFURBISHED TOWNHOUSE AND THE PROPERTY HAS THE APPEALING AND UNUSUAL FEATURE OF A PRIVATE ENTRACE DOOR AT FIRST FLOOR LEVEL WHICH LEADS TO A PRIVATE STAIRCASE WHICH IN TURN LEADS UP TO THE RECEPTION HALL. This really is an outst...,"£425,000",Added on 29/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/83441152
4 bedroom flat for sale,"Highburgh Road, Dowanhill, Glasgow, G12","With a superb open outlook this property offers generous and beautifully presented apartments, occupies a exceptionally central West End locale immediately off Byres Road and a short walk to Glasgow university and the botanical gardens. From residents panelled communal entrance the p...","£420,000",Added on 20/05/2021,"Slater Hogg & Howison, West End, Glasgow",www.rightmove.co.uk/properties/83441152
4 bedroom apartment for sale,"Moncrieff Avenue, Lenzie","A most impressive upper conversion, located within a prestigious Lenzie location. Finished to an impeccable standard throughout, incorporating a quirky, contemporary feel while retaining many period features. This 4 bedroom, 2 reception roomed property should be viewed at the earliest opportunity...","£415,000",Added on 29/06/2021,"CODA Estates Ltd, Glasgow",www.rightmove.co.uk/properties/102791174
5 bedroom terraced house for sale,"Onslow Drive, Dennistoun, Glasgow, G31","Beautifully bespoke, Bellevue is an exceptional family home in one of the very best locations within one of Glasgow's most fashionable suburbs. Dennistoun has a somewhat relaxed air contrasting the frenetic buzz of the City centre minutes away yet, with wide range of independent bars, restaurants...","£415,000",Added on 20/11/2020,"Slater Hogg & Howison, Dennistoun, Glasgow",www.rightmove.co.uk/properties/108741623
2 bedroom mews house for sale,"18 Kew Lane, Dowanhill, G12 9YJ","A stunning, two-bedroom, mews house that has been meticulously upgraded by the current owners, located in the highly sought after Dowanhill district.","£410,000",Added on 01/04/2021,"Corum, West End",www.rightmove.co.uk/properties/75479118
2 bedroom house for sale,"Ledcameroch Crescent, Bearsden",Distinctive former coach house dating from the late 1800’s • Quietly positioned in a coveted Old Bearsden address • Part of conservation district • Blonde sandstone construction • Modernisation required – great opportunity • Six pri...,"£405,000",Added on 15/06/2021,"Rettie & Co, Bearsden",www.rightmove.co.uk/properties/75479118
3 bedroom duplex for sale,"Flat 3, 9 Woodlands Terrace, Park, G3 6DD","A fantastic, three bedroom, upper duplex conversion within a handsome blonde sandstone townhouse.","£400,000",Added on 25/06/2021,"Corum, West End",www.rightmove.co.uk/properties/104886260
3 bedroom flat for sale,"Flat 2, 6 Crown Terrace, Dowanhill, G12 9HA","A magnificent three bedroom, second floor apartment set within a handsome blonde sandstone building with superb southerly aspects across Glasgow's West End skyline.","£400,000",Added on 18/06/2021,"Corum, West End",www.rightmove.co.uk/properties/104886260
3 bedroom apartment for sale,"Beechwood Lea, Baron Court, Thorntonhall","Beechwood Lea is a stunning development of 28 luxury 2 and 3 bedroom apartments and penthouses by Westpoint Homes, located in the prestigious suburb of Thorntonhall.","£400,000",Added on 10/05/2021,"Nicol Estate Agents, Newton Mearns",www.rightmove.co.uk/properties/108850643
2 bedroom apartment for sale,"Plot 97 - Park Quadrant Residences, Park Quadrant, Glasgow, G3","A stylish Type B apartment located on the fourth floor benefits from feature bay window, separate utility, 2 spacious bedrooms with principle en suite and underfloor heating throughout. ","£399,995",Added on 19/03/2021,"Savills New Homes, Glasgow",www.rightmove.co.uk/properties/108850643
4 bedroom terraced house for sale,"Woodend Steading, Kilsyth G65",4 Woodend Steading represents a rare opportunity to purchase this wonderful family sized Terraced Villa within an idyllic countryside setting enjoying breathtaking views of the surrounding countryside.,"£399,995",Reduced on 29/06/2021,"K Property, Cumbernauld",www.rightmove.co.uk/properties/109455494
4 bedroom property for sale,"Aurs Road,
Barrhead,
Glasgow,
G78","4 bedroom home. open plan LIVING ROOM. DESIGNER KITCHEN, INTEGRATED APPLIANCES and BI-FOLDS as well as GARAGE. Master bedroom complete with EN SUITE. ","£399,995",Added on 10/06/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/109455494
3 bedroom flat for sale,"1 Hutchison Court, Giffnock, Glasgow, G46 7NN","HD Video Available. A meticulously upgraded and flawlessly presented second floor luxury apartment within this highly sought after development regarded by many as one of Dickie Homes flagship developments. This quite superb apartment boasts lift access to all floors, two garages, secure resident...","£399,000",Added on 26/05/2021,"Clyde Property, Clarkston",www.rightmove.co.uk/properties/109077563
2 bedroom penthouse for sale,"P5, Cathcart House, 60 Inverlair Avenue","A striking West facing double aspect penthouse, extending to 1400 sqft","£399,000",Added on 22/06/2021,"Corum, Shawlands",www.rightmove.co.uk/properties/109077563
3 bedroom ground floor flat for sale,"MAIN DOOR, 8 Dundonald Road, Dowanhill, Glasgow, G12 9LJ","SPACIOUS AND IMPECCABLY PRESENTED BLONDE SANDSTONE, MAIN DOOR MANSION HOUSE CONVERSION SET WITHIN WHAT HAS TO BE ONE OF THE MOST ADMIRED BUILDINGS IN THE LOCAL AREA WITH BEAUTIFULLY MAINTAINED COMMUNAL GROUNDS AND ELECTRIC GATES TO THE PRIVATE ALLOCATED PARKING AND LOCATED WITHIN THE HIGHLY SOUGH...","£399,000",Added on 02/06/2021,"Ivy Property, Glasgow",www.rightmove.co.uk/properties/109642844
4 bedroom property for sale,"Winton Drive, Kelvinside, Glasgow","With south facing frontage this surprisingly large upper duplex is formed over the second and top floors of an elegant end terraced, traditional blonde sandstone terraced Townhouse. This fabulous four bedroom conversion has an extremely versatile internal layout of six main apartments,...","£398,000",Reduced on 15/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/109642844
4 bedroom detached house for sale,"35 Cortmalaw Crescent, Glasgow, G33 1TD","***CLOSING DATE: Friday July 2 at noon - offers to via solicitor*** An elegant, modern residence for practical family living. SUMMIT welcomes to the market this detached home to the market in Robroyston.","£395,000",Added on 24/06/2021,"SUMMIT Estate Agents, Glasgow",www.rightmove.co.uk/properties/108769580
4 bedroom semi-detached house for sale,"Merrycrest Avenue, Giffnock, Glasgow, G46",** CLOSING DATE - FRIDAY 2.7.21 AT 12 NOON ** An extended semi detached house set within landscaped garden grounds.,"£395,000",Added on 23/06/2021,"Corum, Newton Mearns",www.rightmove.co.uk/properties/108769580
3 bedroom terraced house for sale,"Victoria Park Drive North, Jordanhill, Glasgow",A highly desirable style of Jordanhill house with an extremely stylish extension to the rear which provides a fabulous dining/sitting room open plan to an impressive kitchen which was formerly the dining room. We would also make special mention of the excellent separate utility room and the conte...,"£395,000",Added on 23/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/108473171
2 bedroom apartment for sale,"Kirkview Crescent, Newton Mearns",Now available to reserve. Only four remaining: A bright and spacious main door two bedroom ground floor apartment with private south facing terrace and two parking spaces.,"£395,000",Added on 03/09/2020,"Nicol Estate Agents, Newton Mearns",www.rightmove.co.uk/properties/108473171
